totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;
100000;476;57922;0;54607;
101000;487;59156;0;54657;
102000;464;57694;0;54347;
103000;503;58799;0;50912;
104000;481;57704;0;53284;
105000;497;60516;0;49144;
106000;488;59072;0;51338;
107000;491;58792;0;52568;
108000;492;58204;0;54434;
109000;490;60419;0;50291;
110000;491;59780;0;51347;
111000;488;59898;0;51058;
112000;534;60932;0;46154;
113000;515;60034;0;50168;
114000;491;58263;0;52570;
115000;471;57105;0;55168;
116000;501;59260;0;50907;
117000;504;60174;0;49112;
118000;479;58283;0;55830;
119000;506;60716;0;49261;
120000;525;61270;0;46174;
121000;495;58880;0;52004;
122000;500;59196;0;50755;
123000;473;58264;0;53149;
124000;495;59434;0;50671;
125000;481;58066;0;53798;
126000;519;60338;0;48318;
127000;500;60076;0;49372;
128000;535;60923;0;47267;
129000;502;59216;0;51404;
130000;526;60474;0;47672;
131000;529;62265;0;45377;
132000;516;60504;0;49708;
133000;520;59571;0;49891;
134000;512;59929;0;50199;
135000;514;60408;0;49495;
136000;535;62263;0;46312;
137000;542;60855;0;49586;
138000;498;58800;0;53293;
139000;529;61776;0;46315;
140000;542;60991;0;48835;
141000;534;61517;0;44486;
142000;524;60699;0;50010;
143000;546;61409;0;45536;
144000;534;62245;0;46808;
145000;516;61378;0;47000;
146000;513;59968;0;50620;
147000;511;60797;0;49553;
148000;524;59476;0;50162;
149000;552;63880;0;43926;
150000;524;60204;0;49206;
151000;522;61174;0;48849;
152000;520;60384;0;48652;
153000;527;62292;0;45713;
154000;525;60271;0;49819;
155000;553;61837;0;45638;
156000;556;62610;0;45460;
157000;532;61656;0;47561;
158000;545;62128;0;46452;
159000;569;62639;0;42766;
160000;552;61029;0;48015;
161000;510;59969;0;49781;
162000;553;61820;0;45338;
163000;491;59019;0;53430;
164000;526;61202;0;48926;
165000;525;60891;0;47517;
166000;537;61920;0;47397;
167000;543;60897;0;48126;
168000;516;60974;0;46982;
169000;580;63809;0;41578;
170000;574;64124;0;41123;
171000;553;61446;0;45922;
172000;534;61225;0;48286;
173000;555;62472;0;43605;
174000;552;61741;0;44435;
175000;551;63084;0;44147;
176000;521;61425;0;46198;
177000;534;61968;0;46652;
178000;562;62568;0;44242;
179000;531;62046;0;45937;
180000;550;62603;0;43920;
181000;556;63448;0;44297;
182000;529;61431;0;47294;
183000;542;62424;0;43547;
184000;575;63671;0;41912;
185000;545;61077;0;47876;
186000;550;62995;0;42733;
187000;537;61674;0;46358;
188000;538;60871;0;46657;
189000;563;63085;0;44345;
190000;566;63661;0;43877;
191000;580;65724;0;38704;
192000;571;64255;0;40122;
193000;552;61456;0;46562;
194000;556;63169;0;44062;
195000;596;65481;0;37369;
196000;557;62627;0;46262;
197000;566;63459;0;42450;
198000;556;61924;0;46715;
199000;556;62871;0;43540;
200000;585;63343;0;43649;
201000;573;63702;0;43818;
202000;549;62511;0;44240;
203000;585;62390;0;43464;
204000;606;65960;0;36886;
205000;574;63256;0;42762;
206000;564;62829;0;45372;
207000;566;62477;0;44471;
208000;562;63896;0;40877;
209000;555;61939;0;44917;
210000;569;63404;0;44453;
211000;563;62875;0;43187;
212000;576;62524;0;45063;
213000;594;64649;0;39590;
214000;550;62047;0;45917;
215000;574;65075;0;38214;
216000;583;65369;0;39336;
217000;541;63512;0;43032;
218000;581;64582;0;40939;
219000;567;64204;0;43237;
220000;595;65732;0;37659;
221000;596;65684;0;37981;
222000;567;63221;0;43180;
223000;552;61858;0;45584;
224000;562;63974;0;42456;
225000;600;65502;0;39527;
226000;565;63947;0;42824;
227000;571;64160;0;42000;
228000;590;64998;0;39447;
229000;584;64902;0;38470;
230000;569;62842;0;42993;
231000;572;64257;0;39746;
232000;582;65279;0;40145;
233000;607;65385;0;38724;
234000;557;63347;0;42424;
235000;578;64382;0;41531;
236000;576;64000;0;41379;
237000;582;64649;0;41291;
238000;576;64726;0;41923;
239000;590;64982;0;39514;
240000;569;63514;0;41126;
241000;585;65931;0;38531;
242000;578;65880;0;38442;
243000;575;64173;0;41618;
244000;578;64679;0;40805;
245000;591;65276;0;39736;
246000;549;62695;0;42527;
247000;577;62985;0;43562;
248000;599;65379;0;39415;
249000;586;62846;0;44494;
250000;581;62675;0;43651;
251000;582;63493;0;42001;
252000;602;65222;0;38599;
253000;621;66606;0;36753;
254000;616;67179;0;36987;
255000;580;64417;0;39897;
256000;600;65874;0;38749;
257000;608;65115;0;40588;
258000;561;63476;0;42480;
259000;578;63858;0;42509;
260000;570;64511;0;40097;
261000;575;64871;0;39374;
262000;583;63499;0;41949;
263000;575;64810;0;38500;
264000;610;66160;0;38310;
265000;570;63765;0;42618;
266000;601;66476;0;36566;
267000;613;64944;0;40466;
268000;596;65007;0;40067;
269000;591;65272;0;40859;
270000;588;65185;0;38438;
271000;596;65357;0;39187;
272000;587;65066;0;38313;
273000;578;65113;0;38840;
274000;613;66061;0;37293;
275000;604;66086;0;38298;
276000;604;65761;0;37738;
277000;616;65941;0;37987;
278000;608;66228;0;35949;
279000;589;65658;0;37516;
280000;607;65368;0;38415;
281000;599;66301;0;37088;
282000;598;64724;0;40091;
283000;577;64233;0;40824;
284000;617;65538;0;39990;
285000;619;66611;0;36107;
286000;594;64605;0;40693;
287000;600;64645;0;38713;
288000;591;66474;0;37328;
289000;602;66022;0;36691;
290000;618;67783;0;34137;
291000;612;66108;0;37364;
292000;614;66891;0;35922;
293000;626;67514;0;34564;
294000;591;66200;0;37306;
295000;625;68722;0;33412;
296000;609;66090;0;38761;
297000;613;66128;0;34671;
298000;610;65414;0;38222;
299000;618;66273;0;34753;
300000;592;64853;0;41929;
301000;589;65170;0;40290;
302000;598;65850;0;36774;
303000;591;63918;0;41735;
304000;632;67665;0;34960;
305000;603;66552;0;37117;
306000;608;65152;0;39149;
307000;606;66115;0;37817;
308000;611;66157;0;37325;
309000;642;68375;0;33957;
310000;593;66207;0;36660;
311000;627;67062;0;36480;
312000;618;67226;0;34629;
313000;619;66263;0;38177;
314000;611;66447;0;35888;
315000;594;65315;0;38814;
316000;585;65734;0;38374;
317000;618;66338;0;38063;
318000;629;67926;0;34041;
319000;624;67358;0;34417;
320000;586;65777;0;39117;
321000;621;67586;0;34921;
322000;621;66212;0;36769;
323000;607;67487;0;34399;
324000;615;65902;0;38515;
325000;633;68300;0;34028;
326000;585;65308;0;39235;
327000;626;67589;0;33270;
328000;608;67227;0;34945;
329000;624;67372;0;34665;
330000;602;64953;0;40773;
331000;609;65598;0;38222;
332000;641;67972;0;32593;
333000;594;65170;0;40031;
334000;613;66990;0;34876;
335000;616;66814;0;36681;
336000;609;66887;0;37572;
337000;612;65982;0;37366;
338000;648;67730;0;34186;
339000;621;66577;0;35352;
340000;633;66733;0;34934;
341000;594;65437;0;36048;
342000;648;68946;0;32769;
343000;596;64727;0;41058;
344000;612;66920;0;35217;
345000;641;67612;0;33435;
346000;620;66267;0;35487;
347000;639;67408;0;33128;
348000;625;67314;0;34758;
349000;630;68160;0;31933;
350000;618;67681;0;34710;
351000;641;68780;0;32447;
352000;615;66630;0;36459;
353000;592;66013;0;38957;
354000;627;67001;0;36297;
355000;636;67761;0;33220;
356000;641;67937;0;33517;
357000;614;67412;0;33826;
358000;638;68423;0;33573;
359000;613;66779;0;35390;
360000;648;69450;0;29773;
361000;634;68464;0;32775;
362000;617;66611;0;37249;
363000;617;67534;0;34636;
364000;620;67834;0;33648;
365000;633;68036;0;34738;
366000;626;67421;0;34494;
367000;639;68142;0;34568;
368000;632;67550;0;34940;
369000;634;68262;0;33980;
370000;643;67610;0;34673;
371000;624;68476;0;33734;
372000;625;67481;0;33667;
373000;657;69346;0;30984;
374000;638;68151;0;32642;
375000;630;67647;0;32203;
376000;664;69501;0;30161;
377000;619;67998;0;32720;
378000;631;68446;0;32423;
379000;638;68241;0;32504;
380000;618;67411;0;36374;
381000;616;67951;0;36519;
382000;653;68901;0;32292;
383000;619;66968;0;34478;
384000;615;67432;0;33711;
385000;649;68804;0;30150;
386000;652;68714;0;33135;
387000;650;69010;0;30131;
388000;632;67639;0;35973;
389000;652;68895;0;31405;
390000;603;66784;0;38743;
391000;648;67733;0;34391;
392000;650;69161;0;32070;
393000;641;68929;0;31045;
394000;627;68107;0;30834;
395000;672;71743;0;26770;
396000;614;67059;0;33492;
397000;654;69823;0;30169;
398000;648;68338;0;33237;
399000;621;66536;0;36095;
400000;604;67638;0;36687;
401000;630;67766;0;35227;
402000;645;68458;0;32495;
403000;665;69491;0;29379;
404000;647;69793;0;31229;
405000;627;67810;0;34103;
406000;662;68919;0;33233;
407000;624;66547;0;37666;
408000;657;69392;0;30321;
409000;631;68028;0;33509;
410000;664;70019;0;29466;
411000;668;69998;0;29824;
412000;636;67893;0;33114;
413000;676;69756;0;30473;
414000;644;68209;0;31371;
415000;630;67807;0;34704;
416000;641;68742;0;32121;
417000;643;68653;0;33418;
418000;647;67050;0;33506;
419000;621;66841;0;36060;
420000;667;69391;0;31417;
421000;631;67300;0;35273;
422000;623;65703;0;38476;
423000;628;67242;0;35617;
424000;636;67228;0;34534;
425000;632;68655;0;32567;
426000;640;68418;0;33794;
427000;655;67892;0;32832;
428000;623;67967;0;34365;
429000;654;69487;0;31164;
430000;660;68838;0;31184;
431000;631;67341;0;36355;
432000;648;70459;0;27297;
433000;631;67839;0;34498;
434000;641;68200;0;32922;
435000;647;69431;0;32264;
436000;664;70882;0;28503;
437000;660;69782;0;30290;
438000;604;66741;0;36118;
439000;626;67841;0;32744;
440000;633;67199;0;36095;
441000;673;70046;0;29787;
442000;649;68814;0;31205;
443000;649;70050;0;30243;
444000;645;69003;0;32422;
445000;627;68162;0;34279;
446000;631;66767;0;36274;
447000;648;69158;0;32106;
448000;652;68255;0;33503;
449000;645;68895;0;33715;
450000;664;69400;0;29628;
451000;655;68866;0;30502;
452000;644;67868;0;32165;
453000;674;69710;0;29973;
454000;631;68613;0;31745;
455000;627;68483;0;33173;
456000;642;68894;0;31765;
457000;653;69594;0;29985;
458000;662;68283;0;30659;
459000;668;70545;0;29301;
460000;647;69233;0;30524;
461000;644;69091;0;30941;
462000;644;68344;0;32303;
463000;634;68185;0;35928;
464000;636;68155;0;33733;
465000;676;70589;0;30648;
466000;647;68924;0;32748;
467000;645;68661;0;33591;
468000;637;69851;0;31199;
469000;653;68731;0;31852;
470000;650;69457;0;29820;
471000;671;70723;0;27881;
472000;662;69608;0;30579;
473000;667;69898;0;29106;
474000;660;69728;0;30689;
475000;647;69650;0;30944;
476000;642;68727;0;31856;
477000;653;69150;0;29488;
478000;666;71985;0;25399;
479000;667;69968;0;29727;
480000;634;69844;0;30557;
481000;659;69739;0;29261;
482000;657;70450;0;29255;
483000;665;69224;0;30125;
484000;667;69282;0;29634;
485000;612;68331;0;32133;
486000;636;68732;0;33625;
487000;642;69741;0;29701;
488000;678;68795;0;31252;
489000;642;69157;0;31653;
490000;651;68613;0;31822;
491000;676;69899;0;30623;
492000;665;70126;0;29116;
493000;646;68942;0;31044;
494000;654;70010;0;28426;
495000;665;69279;0;29190;
496000;679;69994;0;28480;
497000;653;67595;0;34229;
498000;658;69267;0;31752;
499000;665;68877;0;30849;
500000;658;69627;0;32453;
501000;680;70595;0;27381;
502000;693;71388;0;26740;
503000;662;70434;0;28366;
504000;680;70392;0;27472;
505000;662;69642;0;28972;
506000;654;67594;0;32976;
507000;648;69084;0;31429;
508000;653;68732;0;32334;
509000;654;69410;0;32021;
510000;649;68492;0;33122;
511000;658;69862;0;30759;
512000;661;69666;0;29098;
513000;657;69838;0;29619;
514000;662;68689;0;31389;
515000;643;69326;0;29806;
516000;662;70548;0;28576;
517000;651;68321;0;33439;
518000;657;69432;0;31227;
519000;664;69951;0;28164;
520000;673;69834;0;29031;
521000;638;69411;0;30432;
522000;672;69248;0;29882;
523000;659;68542;0;31428;
524000;658;69929;0;30206;
525000;671;71433;0;26966;
526000;661;69918;0;29478;
527000;650;70530;0;27367;
528000;661;68936;0;32148;
529000;648;68702;0;31964;
530000;672;71238;0;26398;
531000;689;72388;0;24046;
532000;669;70103;0;28685;
533000;684;71194;0;27678;
534000;679;69633;0;29573;
535000;685;70116;0;28419;
536000;661;68657;0;31703;
537000;641;68494;0;31873;
538000;658;69875;0;30417;
539000;670;69390;0;30564;
540000;659;69407;0;32442;
541000;668;69378;0;30631;
542000;677;70562;0;27037;
543000;645;69797;0;30192;
544000;653;68767;0;28866;
545000;670;70750;0;27258;
546000;655;69873;0;29160;
547000;643;68429;0;33283;
548000;667;70066;0;28281;
549000;701;71270;0;25945;
550000;623;67820;0;33654;
